Taxpayer_ID,Age,Gender,Region,Marital_Status,Number_of_Dependants,Annual_Gross_Income (KES),Total_Tax_Paid (KES),Source_of_Income_Raw,Business_Sector,Tax_Compliance_Score,Compliance_Window_Deviation,Effective_Tax_Rate
A866673993X,47.0,Male,Nairobi,,3,1012420.8686359327,53192.796200850265,Informal_Sector,Retail/Wholesale,1,1,5.254020126285884
A895283876X,150.0,Female,Kiambu,Married,7,1913865.829122747,402219.58340886934,Business (Sole Proprietor),Retail/Wholesale,4,3,21.016080505143535
A804056048X,83.0,Male,Nakuru,Married,6,1227253.375821074,64480.139366162155,Business (Sole Proprietor),Manufacturing,1,1,5.254020126285884
A550294365X,29.0,,Nairobi,Single,0,160126.02209015298,5047.83205682257,Employment (PAYE),Unknown,1,1,3.1524120757715295
A341071485X,53.0,Female,Nairobi,Single,4,11068.069309991708,1395.6446139317652,Farming,Retail/Wholesale,4,8,12.609648303086122
A445532283X,35.0,Male,Nairobi,Married,1,642582.5018817539,67522.82795371742,Employment (PAYE),Retail/Wholesale,2,5,10.508040252571766
A366570563X,70.0,Male,Nairobi,Married,1,222381.11605459172,28041.476626961798,Informal_Sector,Service (Consultancy),4,2,12.609648303086118
A546952114X,18.0,Male,Nairobi,Married,7,61846.487761206066,5848.968445874464,Business (Sole Proprietor),Retail/Wholesale,3,4,9.45723622731459
A873403266X,75.0,Male,Kiambu,Married,7,116492.410354539,14689.283245495246,Employment (PAYE),Service (Consultancy),4,1,12.609648303086122
A443527737X,23.0,Female,Nakuru,Single,1,2307413.9994810047,581913.5804614561,Business (Sole Proprietor),Retail/Wholesale,4,1,25.219296606172236
A391261014X,61.0,Male,Kiambu,Single,0,48727.0550060307,3072.1551323558947,Informal_Sector,Service (Consultancy),2,1,6.304824151543059
A986907524X,41.0,Female,Machakos,Single,6,541697.9100094143,113843.66886225849,Employment (PAYE),Unknown,4,1,21.016080505143535
A183630600X,36.0,Male,Kisumu,Divorced/Widowed,2,372107.1998777254,46921.40921504287,Employment (PAYE),Service (Consultancy),4,2,12.609648303086118
A713682070X,35.0,Female,Nairobi,Single,0,156987.03526725873,9897.756514321549,Employment (PAYE),Agriculture/Farming,2,20,6.304824151543059
A500299721X,47.0,Male,Nairobi,Divorced/Widowed,7,705596.6464992162,148288.75926986831,Business (Sole Proprietor),Manufacturing,4,0,21.016080505143535
A228205773X,59.0,Female,Rural_Uplands,,6,3104514.4625369725,391468.35524435656,Employment (PAYE),Service (Consultancy),2,15,12.609648303086122
A639062353X,50.0,Female,Nairobi,Divorced/Widowed,0,172136.44809424522,16279.350529581532,Dividends/Interest,Unknown,3,0,9.457236227314588
A822977979X,29.0,Male,Nairobi,Married,6,186321.42969960897,11747.238499201272,Informal_Sector,Tech/IT,2,4,6.304824151543061
A156556289X,44.0,Female,Nairobi,Divorced/Widowed,0,682213.1041772565,35843.61379763274,Informal_Sector,Retail/Wholesale,1,0,5.254020126285884
A292569534X,56.0,Female,Nakuru,Single,1,1063806.6709640687,55892.61659722401,Employment (PAYE),Retail/Wholesale,1,5,5.254020126285884
A339643129X,26.0,Male,Mombasa,Single,5,221557.89012297042,13968.835366122275,Business (Sole Proprietor),Agriculture/Farming,2,1,6.304824151543061
A963651372X,38.0,Male,Rural_SemiArid,,6,169725.78696398035,21401.824815803113,Employment (PAYE),Service (Consultancy),4,6,12.609648303086122
A653808250X,46.0,Female,Rural_Uplands,Married,6,9638.59103685965,1519.2405389009798,Business (Sole Proprietor),Service (Consultancy),5,1,15.762060378857651
A149315449X,50.0,Female,Kiambu,Single,6,83532.13035124505,13166.384821709322,Farming,Retail/Wholesale,5,4,15.762060378857651
A530489781X,,Male,Kiambu,Married,2,48583.171859802365,4594.625329503737,Business (Sole Proprietor),Retail/Wholesale,3,2,9.45723622731459
A174009197X,32.0,Male,Nairobi,Single,5,749332.0543275027,118110.17084123539,Informal_Sector,Agriculture/Farming,3,9,15.762060378857651
A599391065X,19.0,Female,Nairobi,Single,5,186119.75267276945,29336.307793262444,Farming,Unknown,5,2,15.762060378857647
A403124688X,69.0,Female,Nairobi,Single,0,175512.85932161723,27664.44285893279,Employment (PAYE),Tech/IT,5,3,15.762060378857647
A930568802X,61.0,Female,Nairobi,,2,264716.733896856,16689.92457190495,Business (Sole Proprietor),Retail/Wholesale,2,3,6.304824151543059
A433609196X,71.0,Male,Nairobi,Married,5,72746.44332330534,11466.338320090848,Employment (PAYE),Unknown,5,7,15.762060378857651
A451436694X,35.0,Female,Nairobi,Married,3,2757598.5821757424,173861.7414116252,Employment (PAYE),Manufacturing,1,7,6.304824151543061
A192755745X,20.0,Male,Nairobi,Married,0,1880956.2846793402,296477.4652910752,Employment (PAYE),Agriculture/Farming,3,3,15.762060378857647
A693877361X,24.0,Male,Rural_SemiArid,Divorced/Widowed,0,3039368.0533077046,574880.4332376849,Informal_Sector,Retail/Wholesale,3,0,18.914472454629177
A590427473X,60.0,Female,Mombasa,Married,0,747975.7576393395,39298.79684611022,Business (Sole Proprietor),Service (Consultancy),1,1,5.254020126285884
A108556837X,55.0,Female,Rural_SemiArid,Married,3,256730.66736977332,24279.625681120713,Rental,Unknown,3,6,9.457236227314587
A496124146X,54.0,Male,Kiambu,Married,7,3024008.885216843,953292.2126997978,Rental,Service (Consultancy),5,1,31.524120757715302
A315469014X,75.0,Male,Kiambu,,3,96620.84137276185,9137.661213440997,Dividends/Interest,Finance,3,1,9.45723622731459
A413097844X,50.0,Female,Nairobi,Married,1,72633.86349946925,2289.7186840566783,Rental,Manufacturing,1,1,3.1524120757715295
A705382875X,76.0,Female,Nairobi,Married,7,108850.72507213189,10294.27020521626,Employment (PAYE),Retail/Wholesale,3,2,9.457236227314588
A942358213X,28.0,Female,Nairobi,Married,4,587896.9170493729,154441.11171794138,Rental,Agriculture/Farming,5,2,26.270100631429415
A426320130X,39.0,Female,Rural_SemiArid,Married,2,85548.79637113896,5393.701174961962,Business (Sole Proprietor),Retail/Wholesale,2,3,6.304824151543061
A894113665X,83.0,Male,Rural_SemiArid,Single,4,212551.69698175738,33502.52681455115,Business (Sole Proprietor),Finance,5,1,15.762060378857647
A768637849X,61.0,Other,Nairobi,Married,0,24275.358447619525,2295.7779934187465,Employment (PAYE),Unknown,3,1,9.45723622731459
A360472583X,23.0,Female,Nairobi,Single,5,552189.4639390736,116048.58228235623,Employment (PAYE),Unknown,4,16,21.016080505143535
A598137488X,59.0,Female,Kiambu,Married,0,27566.18030899498,2606.9987906691335,Informal_Sector,Unknown,3,11,9.457236227314587
A495430792X,42.0,Female,Nairobi,Married,5,66287.61906946442,6268.976724861683,Employment (PAYE),Tech/IT,3,5,9.457236227314588
A735323297X,74.0,Female,Kiambu,Divorced/Widowed,1,1665691.1532905197,87515.74843564734,Business (Sole Proprietor),Manufacturing,1,5,5.254020126285883
A629741991X,72.0,Male,Nairobi,Single,6,1576121.24016403,331238.90869153925,Employment (PAYE),Finance,4,4,21.016080505143535
A929587172X,33.0,Male,Kiambu,Single,4,470461.6070314033,14830.88851192676,Employment (PAYE),Retail/Wholesale,1,3,3.1524120757715304
A933101205X,31.0,Female,Nairobi,Single,6,405751.1714936439,12790.94892775008,Employment (PAYE),Retail/Wholesale,1,1,3.1524120757715295
A309833231X,56.0,Male,Kiambu,Single,6,121001.77928053949,19072.3735096907,Business (Sole Proprietor),Tech/IT,5,11,15.762060378857651
A886476517X,45.0,Male,Nairobi,Married,0,107922787.7588825,5307.039347731653,Informal_Sector,Retail/Wholesale,2,17,0.00491744093896876
A686863518X,68.0,Female,Kiambu,Married,4,155848.15601996132,14738.928270721544,Employment (PAYE),Unknown,3,2,9.457236227314588
A916561565X,66.0,Female,Rural_SemiArid,Married,7,27709.171495841656,3494.02907332462,Employment (PAYE),Service (Consultancy),4,8,12.609648303086122
A954670083X,26.0,Male,Nairobi,Married,7,391865.06298371416,37059.60469868495,Business (Sole Proprietor),Retail/Wholesale,3,2,9.457236227314588
A363202977X,75.0,Female,Rural_Uplands,Single,1,288729.83047586976,9101.954042275987,Employment (PAYE),Service (Consultancy),1,1,3.1524120757715304
A261669421X,62.0,Female,Rural_Uplands,Single,4,66162.43276360809,4171.425040128401,Informal_Sector,Unknown,2,2,6.304824151543059
A106848195X,39.0,Female,Rural_SemiArid,Single,5,2822187.575732786,177933.9638766483,Employment (PAYE),Unknown,1,2,6.304824151543061
A540272920X,,Female,Machakos,Married,2,666883.4456201724,105114.5713552579,Business (Sole Proprietor),Retail/Wholesale,3,5,15.762060378857651
A125673445X,59.0,Male,Nakuru,Married,6,757487.7965063759,198992.80641302222,Business (Sole Proprietor),Agriculture/Farming,5,2,26.270100631429415
A350179421X,70.0,Male,Rural_Uplands,Married,7,129183.62372483642,12217.200462662995,Dividends/Interest,Tech/IT,3,6,9.45723622731459
A681479730X,76.0,Male,Nairobi,Single,1,267802.45593042707,8442.236959963513,Business (Sole Proprietor),Tech/IT,1,1,3.1524120757715304
A471969615X,56.0,Male,Kiambu,Single,4,687666.3241371341,144520.5082874214,Employment (PAYE),Agriculture/Farming,4,2,21.016080505143535
A782837348X,32.0,Female,Rural_SemiArid,Divorced/Widowed,0,337450.31061571423,42551.29736631325,Employment (PAYE),Retail/Wholesale,4,1,12.609648303086122
A844597866X,46.0,Female,Machakos,Single,3,2966374.853343874,748098.8727156984,Informal_Sector,Tech/IT,4,1,25.219296606172243
A110302352X,20.0,Female,Rural_SemiArid,Married,3,197662.96174869826,24924.604301974494,Farming,Service (Consultancy),4,4,12.609648303086118
A459722166X,27.0,Female,Machakos,Single,1,125889.4225294838,15874.213431753968,Employment (PAYE),Retail/Wholesale,4,3,12.609648303086118
A101569849X,46.0,Female,Rural_Uplands,Single,7,694800.000943575,73009.86377401989,Farming,Retail/Wholesale,2,2,10.508040252571767
A914893975X,52.0,Male,Kisumu,Married,3,40256.59384117138,2538.1074510867693,Business (Sole Proprietor),Retail/Wholesale,2,1,6.304824151543061
A805774632X,23.0,Male,Machakos,Single,7,1073511.2741292447,282012.49200349266,Business (Sole Proprietor),Manufacturing,5,1,26.270100631429415
A504022022X,29.0,Female,Mombasa,Married,2,38136.69798013,4808.90348970454,Employment (PAYE),Retail/Wholesale,4,4,12.609648303086118
A892510222X,55.0,Male,Rural_SemiArid,Married,1,699329.2910707592,36742.901701870076,Dividends/Interest,Tech/IT,1,1,5.254020126285884
A880841206X,36.0,Male,Rural_Uplands,Married,0,101477.22507016032,3198.980297269588,Employment (PAYE),Tech/IT,1,13,3.1524120757715295
A430187039X,84.0,Female,Rural_Uplands,Married,0,548463.6146919321,86449.16610380751,Rental,Unknown,3,3,15.762060378857647
A211614410X,,Male,Nakuru,Married,1,1046555.0454883551,219944.85089047422,Employment (PAYE),Manufacturing,4,4,21.01608050514353
A320325776X,25.0,Female,Nairobi,Single,3,337773.82485840446,10648.022843631721,Dividends/Interest,Unknown,1,11,3.1524120757715304
A668883968X,64.0,Male,Nairobi,Married,3,44381.08182239054,6995.372913635413,Employment (PAYE),Retail/Wholesale,5,1,15.762060378857647
A355730504X,21.0,Male,Rural_SemiArid,Married,0,69901.13273989224,2203.5717495934496,Employment (PAYE),Finance,1,4,3.1524120757715295
A550773824X,68.0,Male,Mombasa,Single,2,89950.18431409364,14178.002362481182,Employment (PAYE),Retail/Wholesale,5,4,15.762060378857651
A628311983X,,Female,Nairobi,Married,5,15638.477449797894,1971.9570063769454,Employment (PAYE),Finance,4,2,12.609648303086118
A164311845X,62.0,Male,Nairobi,Married,3,1456019.3363312825,229498.64692037916,Business (Sole Proprietor),Service (Consultancy),3,1,15.762060378857647
A252872361X,25.0,Female,Rural_Uplands,Married,2,316526.22566505085,29934.632882546717,Employment (PAYE),Manufacturing,3,0,9.457236227314588
A864131026X,33.0,,Rural_Uplands,Married,6,48860.419582398914,3080.5635343763615,Informal_Sector,Service (Consultancy),2,1,6.304824151543061
A400460098X,84.0,Female,Rural_Uplands,Married,3,2382145.919334412,600760.4449887739,Business (Sole Proprietor),Retail/Wholesale,4,8,25.219296606172243
A199886596X,,Male,Nakuru,Married,5,93714.4666694217,2954.266164031735,Business (Sole Proprietor),Finance,1,1,3.1524120757715295
A147137549X,77.0,Male,Kiambu,Married,1,390763.8661381653,36955.46191167366,Employment (PAYE),Unknown,3,7,9.45723622731459
A348541776X,32.0,Female,Nairobi,Married,4,77815.36484166422,12265.304790371481,Business (Sole Proprietor),Retail/Wholesale,5,1,15.762060378857647
A658087211X,58.0,Female,Nairobi,Married,0,12998.766794812,2048.8734707051667,Employment (PAYE),Unknown,5,3,15.762060378857651
A543516366X,39.0,Other,Rural_Uplands,Married,1,34659.91676249868,1092.623401473369,Dividends/Interest,Retail/Wholesale,1,4,3.1524120757715295
A852528635X,41.0,Male,Nairobi,Single,3,136935.37164662182,4316.76719179073,Employment (PAYE),Finance,1,7,3.1524120757715304
A499960213X,61.0,Female,Nakuru,Married,5,1032450.1345431638,216980.55145105405,Dividends/Interest,Unknown,4,2,21.016080505143535
A592265554X,18.0,Male,Mombasa,Divorced/Widowed,0,451260.3480029852,14225.585703614734,Employment (PAYE),Retail/Wholesale,1,1,3.1524120757715295
A903050869X,27.0,Male,Mombasa,Married,4,331143.696733571,10439.013883985344,Informal_Sector,Service (Consultancy),1,0,3.1524120757715295
A191163279X,73.0,Male,Rural_SemiArid,Married,4,13160.281113806775,414.86629103712477,Employment (PAYE),Service (Consultancy),1,2,3.1524120757715295
A723597716X,67.0,Male,Nairobi,Married,5,1803300.6200193292,284237.33253976103,Employment (PAYE),Service (Consultancy),3,73,15.762060378857651
A202625025X,29.0,Male,Machakos,Single,5,375314.47170447937,47325.83491252052,Business (Sole Proprietor),Agriculture/Farming,4,2,12.609648303086122
A642698931X,77.0,Male,Nairobi,Single,3,224330.00766185854,7071.806251111628,Informal_Sector,Manufacturing,1,1,3.1524120757715304
A243359401X,43.0,,Nairobi,Married,0,1466860.0664024043,77069.1231132328,Business (Sole Proprietor),Unknown,1,2,5.254020126285884
A784205125X,58.0,Male,Kiambu,Married,6,1743220.9581661152,457945.89993840654,Employment (PAYE),Retail/Wholesale,5,6,26.270100631429415
A980428452X,53.0,Female,Nairobi,Married,6,1516454.1497751581,239024.41870525284,Business (Sole Proprietor),Tech/IT,3,1,15.762060378857651
A523431477X,40.0,Male,Machakos,Married,7,185233.0896303633,5839.3102858322745,Informal_Sector,Service (Consultancy),1,1,3.1524120757715304
A180348617X,,Male,Mombasa,,3,59562.72028797439,5632.987161048371,Employment (PAYE),Unknown,3,34,9.457236227314588
A735543236X,23.0,Male,Nairobi,Single,4,1182787.3544602334,248575.54261802006,Employment (PAYE),Retail/Wholesale,4,4,21.016080505143535
A709692870X,60.0,Male,Nairobi,Single,1,34628.01568852053,4366.470992659924,Farming,Unknown,4,13,12.609648303086122
A166875719X,42.0,Female,Nakuru,Single,1,4979724.4094238235,627925.7344912766,Informal_Sector,Service (Consultancy),2,2,12.609648303086122
A567059305X,35.0,Male,Rural_Uplands,Married,2,279847.2836414174,44109.69781615324,Rental,Manufacturing,5,16,15.762060378857651
A811293744X,79.0,Male,Kiambu,Single,4,54648.31258958195,3445.4800105587096,Informal_Sector,Service (Consultancy),2,7,6.304824151543061
A240346956X,30.0,Male,Mombasa,Married,6,42285.400717763114,3999.0302355454364,Employment (PAYE),Unknown,3,5,9.457236227314588
A354231714X,60.0,Female,Machakos,Single,6,39481.70835110835,6223.130708906181,Business (Sole Proprietor),Tech/IT,5,1,15.762060378857651
A413184748X,45.0,Female,Nakuru,Married,4,331222.07806019124,10441.48478639087,Rental,Manufacturing,1,1,3.1524120757715295
A380236885X,35.0,Male,Nairobi,Single,3,265776.6357846489,41891.87380527294,Rental,Manufacturing,5,4,15.762060378857647
A438238241X,76.0,Male,Nakuru,Married,2,42029.067437654165,6624.6469861938485,Dividends/Interest,Service (Consultancy),5,2,15.762060378857647
A959870518X,77.0,Male,Nakuru,,7,157206.62787861438,19823.202884634607,Informal_Sector,Retail/Wholesale,4,4,12.609648303086118
A521929719X,80.0,Female,Kisumu,Single,5,34478.69654566113,2173.8211869480856,Employment (PAYE),Unknown,2,2,6.304824151543061
A852398388X,74.0,,Nakuru,Married,2,649496.488697833,136498.70494281707,Employment (PAYE),Retail/Wholesale,4,4,21.016080505143535
A993245640X,68.0,Female,Rural_SemiArid,Single,0,247238.83724728492,31175.947845522118,Employment (PAYE),Unknown,4,1,12.609648303086122
A889579134X,73.0,Male,Nairobi,Married,3,152115.6310366384,9590.623043870108,Rental,Manufacturing,2,4,6.304824151543059
A450309958X,44.0,Female,Rural_SemiArid,,5,38864.39850015918,4900.66396597995,Employment (PAYE),Service (Consultancy),4,1,12.609648303086122
A441511874X,49.0,Female,Mombasa,Married,5,171059.47801652268,26962.49820872303,Farming,Tech/IT,5,2,15.762060378857647
A586145040X,26.0,Female,Nakuru,Married,6,144048.91062136093,13623.045760335357,Employment (PAYE),Manufacturing,3,2,9.457236227314587
A392010397X,63.0,Male,Nairobi,Single,1,432176.80391233065,13623.993755215759,Employment (PAYE),Finance,1,1,3.1524120757715304
A350838144X,84.0,Female,Kiambu,Married,0,344733.51152579545,10867.420846570414,Business (Sole Proprietor),Unknown,1,1,3.1524120757715295
A180195016X,43.0,Female,Machakos,Married,2,880363.4857134448,185017.89889542534,Rental,Retail/Wholesale,4,4,21.016080505143535
A317661025X,25.0,Male,Kisumu,Single,1,129720.21070711095,8178.6311740944775,Employment (PAYE),Unknown,2,6,6.304824151543061
A246148980X,23.0,Female,Nairobi,Married,4,16471.43169282095,2596.2370086847327,Rental,Service (Consultancy),5,3,15.762060378857651
A937450959X,41.0,Male,Mombasa,Single,3,1186643.5277667847,249385.9591045427,Business (Sole Proprietor),Unknown,4,5,21.016080505143535
A926938633X,65.0,Female,Nairobi,Married,7,65903.79001383763,10387.795173936645,Employment (PAYE),Retail/Wholesale,5,3,15.762060378857651
A727825475X,62.0,Female,Rural_SemiArid,Married,2,51002.21899557589,8039.000552639876,Employment (PAYE),Retail/Wholesale,5,1,15.762060378857647
A217008688X,30.0,Male,Rural_Uplands,,4,251531.9208481267,7929.322647236433,Rental,Tech/IT,1,0,3.1524120757715304
A266870811X,42.0,Female,Nairobi,Single,5,422272.35229474143,39935.29387915177,Employment (PAYE),Service (Consultancy),3,2,9.457236227314588
A213449146X,37.0,Male,Rural_Uplands,Married,6,121024.14999843022,11445.539757451092,Informal_Sector,Unknown,3,2,9.457236227314588
A276496293X,83.0,Male,Rural_SemiArid,Married,2,119606.321900055,7540.968269927004,Business (Sole Proprietor),Retail/Wholesale,2,1,6.304824151543061
A582718617X,62.0,Male,Kiambu,Married,1,149262.31245328317,14116.08948705939,Employment (PAYE),Retail/Wholesale,3,13,9.457236227314587
A600422869X,64.0,,Kisumu,Married,0,2246334.930992367,566509.8690150195,Employment (PAYE),Retail/Wholesale,4,4,25.219296606172236
A437190678X,80.0,Male,Kiambu,Single,1,267261.5026275386,8425.183882718971,Employment (PAYE),Retail/Wholesale,1,2,3.1524120757715304
A536489528X,72.0,Male,Nakuru,Married,3,62821.69413467878,1980.3986721058689,Business (Sole Proprietor),Tech/IT,1,5,3.1524120757715304
A229640083X,36.0,Female,Nairobi,Married,6,63788.293475082144,10054.34933218536,Business (Sole Proprietor),Tech/IT,5,21,15.762060378857647
A675444604X,52.0,Male,Nairobi,Married,3,184180.90457486484,23224.56430833311,Dividends/Interest,Service (Consultancy),4,2,12.609648303086118
A484708210X,70.0,Male,Kiambu,,2,383381.90066851437,48343.10933198664,Employment (PAYE),Retail/Wholesale,4,1,12.609648303086122
A927142786X,43.0,Male,Nairobi,Single,1,554582.1592405854,145689.29131645593,Employment (PAYE),Retail/Wholesale,5,4,26.270100631429415
A322947698X,31.0,Male,Rural_Uplands,Single,0,323268.2994213971,50953.744540506945,Employment (PAYE),Retail/Wholesale,5,1,15.762060378857651
A585242269X,62.0,Male,Nairobi,Single,5,75901.36698957493,2392.7238586550257,Employment (PAYE),Finance,1,1,3.1524120757715295
A431042889X,,Male,Kiambu,Married,3,142071.82955978956,17914.758045249408,Business (Sole Proprietor),Agriculture/Farming,4,11,12.609648303086118
A597514616X,82.0,Female,Rural_Uplands,Married,0,806824.79958553,127172.21206226845,Informal_Sector,Agriculture/Farming,3,10,15.762060378857647
A384550090X,68.0,Female,Kiambu,Married,4,48091.564155026506,4548.132827551404,Rental,Unknown,3,5,9.45723622731459
A228756206X,60.0,Male,Mombasa,Single,2,133435.02181892373,4206.421741128128,Dividends/Interest,Unknown,1,4,3.1524120757715304
A197088689X,40.0,Male,Rural_SemiArid,Single,0,657496.2153014845,103634.95044452387,Employment (PAYE),Service (Consultancy),3,1,15.762060378857651
A269238221X,73.0,Male,Rural_Uplands,Single,2,997414.9290539005,157213.14334521597,Employment (PAYE),Service (Consultancy),3,1,15.762060378857647
A967150570X,,Female,Nairobi,Married,4,200912.93688179876,25334.414736196224,Employment (PAYE),Unknown,4,10,12.609648303086122
A836645781X,,Male,Kiambu,,0,144811.7329257362,18260.250223539697,Employment (PAYE),Manufacturing,4,2,12.609648303086118
A426648350X,77.0,Male,Rural_SemiArid,Single,6,36931.60944401824,2328.4730317800195,Business (Sole Proprietor),Retail/Wholesale,2,1,6.304824151543059
A987325945X,76.0,Female,Kiambu,Married,0,590343.5202095542,124067.0694641382,Employment (PAYE),Tech/IT,4,2,21.016080505143535
A856671023X,50.0,Male,Kiambu,Single,5,1939943.7343764536,203850.06848552168,Informal_Sector,Unknown,2,5,10.508040252571767
A848267035X,36.0,Male,Nairobi,Single,4,12581412.544877972,3172943.7469389387,Informal_Sector,Unknown,4,2,25.219296606172236
A747791119X,45.0,Female,Nairobi,Single,7,479102.2289728307,75516.38260715039,Employment (PAYE),Retail/Wholesale,5,2,15.762060378857646
A143303806X,69.0,Female,Kisumu,Single,6,248619.90482537865,31350.095609947683,Rental,Unknown,4,0,12.609648303086118
A330876810X,66.0,Male,Machakos,Single,6,67527.08666364627,4257.464068802983,Rental,Unknown,2,3,6.304824151543061
A997567367X,54.0,Female,Rural_SemiArid,Single,1,16021.945086454949,1515.2331950366674,Employment (PAYE),Retail/Wholesale,3,7,9.45723622731459
A451965766X,43.0,Male,Machakos,Married,7,349912.66529848095,44122.75646209332,Informal_Sector,Unknown,4,3,12.609648303086122
A259261469X,57.0,Female,Nairobi,Married,0,9115699.276176523,1724186.4286392399,Employment (PAYE),Unknown,3,22,18.914472454629177
A197939109X,55.0,Male,Nairobi,Married,5,1805265.7060537192,284547.0705869981,Rental,Retail/Wholesale,3,1,15.762060378857651
A863599447X,71.0,Female,Rural_SemiArid,Married,0,1432377.7787270432,301029.66711506207,Employment (PAYE),Manufacturing,4,2,21.01608050514353
A366522892X,39.0,Female,Nairobi,Single,5,387861.74414698145,48908.00183915008,Employment (PAYE),Service (Consultancy),4,1,12.609648303086122
A481975879X,,Female,Nairobi,Married,6,460139.3882136878,72527.44819714768,Business (Sole Proprietor),Manufacturing,5,1,15.762060378857651
A525464250X,45.0,Female,Rural_SemiArid,Single,3,7075.398334219554,446.0914229937498,Informal_Sector,Unknown,2,5,6.304824151543059
A651323128X,52.0,Male,Mombasa,,6,842194.1689946103,176996.2045655319,Employment (PAYE),Service (Consultancy),4,2,21.016080505143535
A152560325X,77.0,Male,Nairobi,Married,1,112531.57699434289,10642.377066677403,Employment (PAYE),Service (Consultancy),3,19,9.457236227314587
A827120114X,62.0,Male,Rural_Uplands,Single,0,93658.36071789246,8857.492419721502,Business (Sole Proprietor),Unknown,3,3,9.45723622731459
A420877774X,,Female,Rural_SemiArid,Divorced/Widowed,7,165233.44488016923,20835.356278463,Employment (PAYE),Unknown,4,1,12.609648303086122
A379351967X,72.0,Female,Nairobi,Single,4,157077.29151357216,9903.447011937395,Rental,Retail/Wholesale,2,1,6.304824151543061
A980564513X,,Male,Rural_Uplands,Single,2,91449.90472958829,8648.633519931302,Dividends/Interest,Unknown,3,14,9.457236227314588
A286689063X,42.0,Female,Kiambu,,4,273979.37484919984,43184.7944893476,Informal_Sector,Retail/Wholesale,5,3,15.762060378857647
A133374137X,82.0,Female,Mombasa,Single,1,116143.71267906559,10983.98527123276,Rental,Service (Consultancy),3,10,9.45723622731459
A534212844X,23.0,Female,Rural_SemiArid,Single,3,311914.51336851175,19665.661571025936,Informal_Sector,Agriculture/Farming,2,3,6.304824151543061
A585547305X,40.0,Female,Rural_SemiArid,Single,3,28831.77274035054,908.8962855258146,Rental,Agriculture/Farming,1,3,3.1524120757715295
A696950800X,81.0,Male,Nairobi,Single,3,194641.2391979118,30679.4696445316,Informal_Sector,Finance,5,10,15.762060378857647
A903243119X,60.0,Male,Nairobi,Married,5,51821.30387779497,8168.105206329344,Employment (PAYE),Retail/Wholesale,5,4,15.762060378857651
A690687810X,40.0,Male,Nairobi,Single,4,102521.31654724623,3231.894363075346,Business (Sole Proprietor),Retail/Wholesale,1,4,3.1524120757715304
A368277223X,47.0,Male,Mombasa,,7,332733.8714303678,52445.71371576516,Informal_Sector,Unknown,5,2,15.762060378857651
A201710492X,35.0,,Nairobi,Married,2,24197.475242203072,3814.0206578351795,Rental,Retail/Wholesale,5,6,15.762060378857647
A596115163X,38.0,Female,Kiambu,Divorced/Widowed,6,78150.28120313156,12318.094509484636,Informal_Sector,Retail/Wholesale,5,3,15.762060378857647
A209422179X,74.0,Female,Nairobi,Single,6,629982.0319549111,99298.14825268737,Employment (PAYE),Unknown,3,2,15.762060378857647
A963177562X,40.0,Female,Kiambu,Single,2,32216.474695626242,3046.7881160784023,Informal_Sector,Manufacturing,3,23,9.457236227314588
A952346725X,62.0,Male,Nairobi,Divorced/Widowed,6,3862405.409421915,974071.476334954,Rental,Service (Consultancy),4,2,25.219296606172236
A250101639X,61.0,Male,Rural_Uplands,Single,5,1634115.0046301621,343426.92491970485,Employment (PAYE),Retail/Wholesale,4,1,21.016080505143535
A230409444X,64.0,Male,Nairobi,Married,0,127798.40920611078,12086.197453372051,Employment (PAYE),Unknown,3,8,9.457236227314588
A112838650X,57.0,Male,Nairobi,Single,5,82387.2085927502,12985.921562844684,Employment (PAYE),Unknown,5,5,15.762060378857647
A166216779X,68.0,Male,Rural_Uplands,Married,2,363272.98485171376,22903.72288496221,Informal_Sector,Retail/Wholesale,2,1,6.304824151543061
A991605503X,59.0,Male,Kisumu,Divorced/Widowed,2,30601.57063178211,964.6876079720532,Rental,Tech/IT,1,3,3.1524120757715295
A938549404X,24.0,Male,Nairobi,,7,13316.856433515555,1679.208761293209,Informal_Sector,Retail/Wholesale,4,5,12.609648303086118
A338680070X,67.0,Male,Nairobi,Single,7,134725.8583518027,21235.571139345368,Business (Sole Proprietor),Unknown,5,3,15.762060378857647
A240354421X,65.0,Female,Kisumu,Married,0,219460.34843734076,27673.178102676025,Informal_Sector,Service (Consultancy),4,6,12.609648303086122
A312743722X,23.0,Male,Kiambu,Single,4,309168.2284985826,19492.51313927647,Business (Sole Proprietor),Finance,2,3,6.304824151543061
A984412594X,26.0,Male,Machakos,Married,4,106712.01920840637,16820.012899127185,Employment (PAYE),Tech/IT,5,6,15.762060378857647
A530121446X,74.0,Male,Kiambu,Married,1,1813773.598912608,285888.0897963847,Employment (PAYE),Tech/IT,3,2,15.762060378857651
A499689381X,48.0,Female,Nairobi,Married,7,28489.489600017438,1796.2122209532477,Informal_Sector,Unknown,2,1,6.304824151543059
A836893185X,38.0,Male,Kiambu,Married,4,48659.71685924875,6135.819161228771,Employment (PAYE),Service (Consultancy),4,8,12.609648303086122
A776776838X,57.0,Male,Kisumu,Single,3,556795.8497479075,146270.83004039782,Employment (PAYE),Unknown,5,4,26.270100631429415
A792225271X,62.0,Female,Rural_SemiArid,,7,46982.427206006694,7405.398543663618,Employment (PAYE),Service (Consultancy),5,5,15.762060378857647
